Robot X[m],Robot Y[m],Robot Theta[rads],Landmark X[m],Landmark Y[m],Range[m],Bearing[rads]
2.5415968,1.1765297,-2.8747,0.91765949,0.59631939,1.784,0.069
2.5285142,1.172647,-2.8318,0.91765949,0.59631939,1.78,0.028
2.5136158,1.1676603,-2.8315,0.91765949,0.59631939,1.774,0.025
2.4982637,1.1631197,-2.8258,0.91765949,0.59631939,1.755,0.03
2.4824605,1.1577546,-2.8268,0.91765949,0.59631939,1.729,0.021
2.4677182,1.1517729,-2.8344,0.91765949,0.59631939,1.709,0.025
2.4538566,1.1481732,-2.8265,0.91765949,0.59631939,1.71,0.048
2.4416888,1.1438115,-2.7523,0.91765949,0.59631939,1.684,-0.036
2.4255779,1.137366,-2.7489,0.91765949,0.59631939,1.66,-0.062
2.3979177,1.1256589,-2.7417,0.91765949,0.59631939,1.64,-0.071
2.3823284,1.1189764,-2.6994,0.91765949,0.59631939,1.622,-0.074
2.3436642,1.0980283,-2.6572,0.91765949,0.59631939,1.557,-0.159
2.2764649,1.061359,-2.5758,0.91765949,0.59631939,1.458,-0.269
2.2764649,1.061359,-2.5758,0.84527678,-1.61673856,2.797,0.505
2.2640682,1.0517468,-2.5755,0.84527678,-1.61673856,2.769,0.501
2.2504797,1.0434312,-2.5684,0.84527678,-1.61673856,2.747,0.503
2.2385708,1.0348274,-2.5721,0.84527678,-1.61673856,2.755,0.5
2.2255269,1.026462,-2.5245,0.91765949,0.59631939,1.373,-0.313
2.2140669,1.0180352,-2.493,0.84527678,-1.61673856,2.808,0.427
2.2018123,1.008666,-2.4839,0.84527678,-1.61673856,2.789,0.423
2.1891849,0.9986412,-2.4794,0.84527678,-1.61673856,2.781,0.431
2.1778908,0.9899748,-2.4803,0.84527678,-1.61673856,2.755,0.439
2.1566713,0.9712161,-2.3971,0.84527678,-1.61673856,2.808,0.362
2.1453312,0.9611983,-2.3934,0.84527678,-1.61673856,2.781,0.357
2.1229527,0.9396511,-2.3955,0.91765949,0.59631939,1.18,-0.521
2.1087013,0.9266955,-2.395,0.91765949,0.59631939,1.172,-0.489
2.1087013,0.9266955,-2.395,0.84527678,-1.61673856,2.772,0.339
2.0984463,0.9176337,-2.3314,0.91765949,0.59631939,1.123,-0.544
2.0771188,0.8951533,-2.3157,0.91765949,0.59631939,1.118,-0.551
2.0177672,0.8245763,-2.2467,0.84527678,-1.61673856,2.72,0.218
2.0177672,0.8245763,-2.2467,0.97259759,-3.19151915,3.916,0.404
2.008798,0.8150223,-2.1975,0.84527678,-1.61673856,2.742,0.171
2.000509,0.8010231,-2.1874,0.84527678,-1.61673856,2.73,0.162
2.000509,0.8010231,-2.1874,1.91856554,-0.82058089,1.486,0.522
1.9901727,0.7878523,-2.1805,0.84527678,-1.61673856,2.719,0.159
1.9901727,0.7878523,-2.1805,0.97259759,-3.19151915,3.971,0.343
1.9901727,0.7878523,-2.1805,1.91856554,-0.82058089,1.482,0.522
1.9814696,0.7747509,-2.1818,0.84527678,-1.61673856,2.711,0.161
1.9814696,0.7747509,-2.1818,0.97259759,-3.19151915,3.971,0.344
1.971639,0.7615473,-2.1848,0.84527678,-1.61673856,2.684,0.164
1.9623865,0.7476861,-2.1835,0.84527678,-1.61673856,2.671,0.161
1.9623865,0.7476861,-2.1835,0.97259759,-3.19151915,3.916,0.349
1.94865,0.7282398,-2.1274,0.84527678,-1.61673856,2.649,0.123
1.94865,0.7282398,-2.1274,0.97259759,-3.19151915,3.971,0.316
1.94865,0.7282398,-2.1274,1.91856554,-0.82058089,1.42,0.518
1.9400609,0.7142316,-2.0781,0.84527678,-1.61673856,2.635,0.063
1.9400609,0.7142316,-2.0781,0.97259759,-3.19151915,3.976,0.258
1.9400609,0.7142316,-2.0781,1.91856554,-0.82058089,1.429,0.483
1.9312179,0.6974236,-2.0615,0.97259759,-3.19151915,3.982,0.249
1.9312179,0.6974236,-2.0615,1.91856554,-0.82058089,1.435,0.46
1.9241397,0.6840801,-2.0611,1.91856554,-0.82058089,1.414,0.476
1.9160774,0.6681374,-2.054,0.97259759,-3.19151915,3.971,0.242
1.9160774,0.6681374,-2.054,1.91856554,-0.82058089,1.392,0.476
1.9091189,0.6535929,-2.0417,1.91856554,-0.82058089,1.394,0.453
1.9000689,0.6376906,-2.0248,0.97259759,-3.19151915,3.971,0.207
1.9000689,0.6376906,-2.0248,1.91856554,-0.82058089,1.382,0.459
1.8947612,0.6216553,-2.0271,1.91856554,-0.82058089,1.363,0.458
1.8855601,0.6055344,-2.0176,1.91856554,-0.82058089,1.344,0.456
1.8795768,0.5894,-2.0244,1.91856554,-0.82058089,1.332,0.462
1.8709295,0.5751597,-2.0102,0.97259759,-3.19151915,3.863,0.204
1.8709295,0.5751597,-2.0102,1.91856554,-0.82058089,1.308,0.469
1.8661294,0.5601953,-2.0188,0.48704624,-4.95127346,5.632,0.189
1.8661294,0.5601953,-2.0188,1.91856554,-0.82058089,1.297,0.469
1.8577447,0.5446223,-2.0161,1.91856554,-0.82058089,1.281,0.478
1.8525912,0.5305882,-2.0249,0.84527678,-1.61673856,2.46,0.006
1.8525912,0.5305882,-2.0249,1.91856554,-0.82058089,1.263,0.491
1.8438956,0.512915,-2.0198,0.97259759,-3.19151915,3.811,0.214
1.8438956,0.512915,-2.0198,1.91856554,-0.82058089,1.252,0.488
1.8374698,0.4990516,-2.0219,0.97259759,-3.19151915,3.811,0.22
1.8374698,0.4990516,-2.0219,1.91856554,-0.82058089,1.233,0.491
1.8300464,0.4853982,-2.0157,1.91856554,-0.82058089,1.222,0.493
1.8253417,0.4725849,-2.0217,1.91856554,-0.82058089,1.209,0.493
1.8169615,0.4579234,-2.0134,1.91856554,-0.82058089,1.19,0.499
1.8116698,0.4440891,-2.0171,1.91856554,-0.82058089,1.183,0.5
1.8031716,0.42848,-2.0154,1.91856554,-0.82058089,1.169,0.503
1.7969962,0.4145661,-2.0157,1.91856554,-0.82058089,1.155,0.508
1.7903335,0.4006338,-2.0167,1.91856554,-0.82058089,1.137,0.508
1.7826676,0.3876125,-2.0117,1.91856554,-0.82058089,1.127,0.509
1.7753217,0.3694506,-2.0173,1.91856554,-0.82058089,1.119,0.515
1.7676582,0.3548354,-2.0133,1.91856554,-0.82058089,1.102,0.518
1.7623086,0.3412923,-2.021,0.84527678,-1.61673856,2.235,0.002
1.7623086,0.3412923,-2.021,1.91856554,-0.82058089,1.089,0.523
1.7471376,0.3100422,-1.9344,1.91856554,-0.82058089,1.065,0.502
1.7418302,0.2954854,-1.8792,0.84527678,-1.61673856,2.172,-0.121
1.7418302,0.2954854,-1.8792,1.91856554,-0.82058089,1.074,0.461
1.7369621,0.2809385,-1.8219,0.84527678,-1.61673856,2.136,-0.188
1.7369621,0.2809385,-1.8219,1.91856554,-0.82058089,1.089,0.401
1.7369621,0.2809385,-1.8219,2.65345619,-3.75123336,3.811,0.468
1.7337047,0.2660992,-1.7761,0.84527678,-1.61673856,2.088,-0.24
1.7337047,0.2660992,-1.7761,1.91856554,-0.82058089,1.083,0.373
1.730335,0.2505249,-1.7125,0.84527678,-1.61673856,2.052,-0.289
1.730335,0.2505249,-1.7125,1.91856554,-0.82058089,1.093,0.328
1.730335,0.2505249,-1.7125,2.65345619,-3.75123336,3.916,0.382
1.7277033,0.2347461,-1.6524,0.84527678,-1.61673856,1.986,-0.361
1.7277033,0.2347461,-1.6524,1.91856554,-0.82058089,1.093,0.281
1.7277033,0.2347461,-1.6524,2.65345619,-3.75123336,3.971,0.317
1.7270045,0.2207468,-1.6084,0.84527678,-1.61673856,1.941,-0.408
1.7270045,0.2207468,-1.6084,1.91856554,-0.82058089,1.089,0.223
1.7266379,0.2048331,-1.5478,0.84527678,-1.61673856,1.879,-0.478
1.7266379,0.2048331,-1.5478,1.91856554,-0.82058089,1.087,0.163
1.7267758,0.1908392,-1.4818,0.84527678,-1.61673856,1.794,-0.545
1.7267758,0.1908392,-1.4818,1.91856554,-0.82058089,1.078,0.113
1.7281669,0.1757932,-1.4231,1.91856554,-0.82058089,1.093,0.092
1.7633562,0.0872665,-0.7998,2.65345619,-3.75123336,3.486,-0.547
1.8244312,0.0480313,-0.24,4.6723925,0.8440939,2.665,0.518
1.8345289,0.0454355,-0.1486,4.6723925,0.8440939,2.746,0.447
1.8469681,0.0427933,-0.0528,4.6723925,0.8440939,2.856,0.342
1.8578055,0.0426356,0.0242,4.6723925,0.8440939,2.892,0.277
1.8692106,0.0433756,0.095,4.6723925,0.8440939,2.951,0.211
1.88332,0.0451968,0.1523,4.6723925,0.8440939,2.955,0.138
1.8946479,0.0463423,0.2086,4.6723925,0.8440939,2.978,0.087
1.9028826,0.0490472,0.2365,4.6723925,0.8440939,2.951,0.052
1.9097679,0.0496637,0.2846,4.6723925,0.8440939,2.974,0.01
1.917025,0.051257,0.3262,4.6723925,0.8440939,2.948,-0.025
1.9263375,0.0542377,0.3203,4.6723925,0.8440939,2.94,-0.031
1.9340058,0.0571611,0.3279,4.6723925,0.8440939,2.954,-0.038
1.9426973,0.0587883,0.3338,4.6723925,0.8440939,2.918,-0.034
1.949909,0.0624146,0.3226,4.6723925,0.8440939,2.916,-0.032
1.9571125,0.0652223,0.3235,4.6723925,0.8440939,2.9,-0.034
1.9662812,0.0679708,0.3258,4.6723925,0.8440939,2.902,-0.032
1.9767628,0.0710466,0.3228,4.6723925,0.8440939,2.873,-0.034
1.9866932,0.0750904,0.3193,4.6723925,0.8440939,2.901,-0.032
1.9960628,0.0781029,0.3211,4.6723925,0.8440939,2.87,-0.034
2.0053943,0.0815015,0.3204,4.6723925,0.8440939,2.843,-0.033
2.0166287,0.0849414,0.3218,4.6723925,0.8440939,2.845,-0.033
2.0253508,0.0886881,0.3169,4.6723925,0.8440939,2.839,-0.032
2.0339957,0.0924068,0.314,4.6723925,0.8440939,2.813,-0.032
2.0426843,0.0959698,0.3114,4.6723925,0.8440939,2.803,-0.031
2.0517827,0.0987673,0.3134,4.6723925,0.8440939,2.794,-0.034
2.062438,0.1029696,0.3131,4.6723925,0.8440939,2.77,-0.037
2.0718517,0.1062592,0.3261,4.6723925,0.8440939,2.779,-0.045
2.0854612,0.109735,0.4261,4.6723925,0.8440939,2.752,-0.13
2.0967557,0.1144421,0.5175,4.13634588,3.60883503,3.618,0.517
2.1076447,0.1211215,0.6106,3.26730988,2.52731607,2.402,0.515
2.1161184,0.12711,0.7025,4.13634588,3.60883503,3.863,0.368
2.1161184,0.12711,0.7025,3.26730988,2.52731607,2.482,0.445
2.1261703,0.1362731,0.7901,3.26730988,2.52731607,2.573,0.332
2.1360623,0.1465451,0.8498,3.26730988,2.52731607,2.595,0.277
2.1467087,0.1580035,0.8997,3.26730988,2.52731607,2.636,0.233
2.157322,0.1720537,0.9403,3.26730988,2.52731607,2.622,0.185
2.1662423,0.1844321,0.9622,3.26730988,2.52731607,2.634,0.166
2.1721637,0.1932415,1.0144,3.26730988,2.52731607,2.628,0.138
2.1805071,0.2068108,1.1007,2.39221778,3.80018838,3.456,0.411
2.1839744,0.2140421,1.1418,2.39221778,3.80018838,3.529,0.375
2.1879298,0.2222363,1.1633,2.39221778,3.80018838,3.535,0.346
2.1918035,0.2306256,1.1661,3.26730988,2.52731607,2.597,-0.039
2.1957036,0.2410689,1.1682,2.39221778,3.80018838,3.529,0.33
2.1997392,0.2513531,1.1705,3.26730988,2.52731607,2.612,-0.041
2.2109628,0.2787471,1.1612,3.26730988,2.52731607,2.561,-0.037
2.214475,0.2877538,1.1624,3.26730988,2.52731607,2.545,-0.036
2.2217902,0.3046411,1.1657,4.13634588,3.60883503,3.87,-0.123
2.2468769,0.3646325,1.1686,2.39221778,3.80018838,3.287,0.355
2.2501079,0.3721616,1.1666,3.26730988,2.52731607,2.446,-0.043
2.2535772,0.3805309,1.1652,3.26730988,2.52731607,2.445,-0.041
2.2565682,0.3875378,1.1673,2.39221778,3.80018838,3.287,0.368
2.263442,0.4028772,1.1702,4.13634588,3.60883503,3.761,-0.134
2.2760631,0.4330447,1.1697,3.26730988,2.52731607,2.406,-0.043
2.2898126,0.468714,1.0915,3.26730988,2.52731607,2.357,0.031
2.2937341,0.4750906,1.0898,2.39221778,3.80018838,3.107,0.436
2.2976974,0.4816311,1.0968,4.13634588,3.60883503,3.708,-0.065
2.2976974,0.4816311,1.0968,2.39221778,3.80018838,3.09,0.434
2.3011654,0.4891572,1.0968,4.13634588,3.60883503,3.712,-0.061
2.3011654,0.4891572,1.0968,2.39221778,3.80018838,3.084,0.439
2.3059011,0.498585,1.0627,3.26730988,2.52731607,2.306,0.051
2.3059011,0.498585,1.0627,2.39221778,3.80018838,3.044,0.465
2.3114263,0.5108701,1.0399,2.39221778,3.80018838,2.977,0.497
2.3167499,0.5192882,1.0017,2.39221778,3.80018838,2.942,0.52
2.3365943,0.5511016,0.9644,3.26730988,2.52731607,2.223,0.164
2.3543694,0.5763113,0.8996,4.13634588,3.60883503,3.573,0.139
2.3543694,0.5763113,0.8996,3.26730988,2.52731607,2.163,0.229
2.3626986,0.5887771,0.8864,3.26730988,2.52731607,2.147,0.242
2.3752231,0.6019242,0.8867,3.26730988,2.52731607,2.123,0.252
2.3850054,0.6160578,0.8747,3.26730988,2.52731607,2.094,0.264
2.3967758,0.6295607,0.8663,3.26730988,2.52731607,2.076,0.275
2.3986621,0.6315676,0.8651,3.26730988,2.52731607,2.091,0.273
2.4055282,0.6394823,0.8705,3.26730988,2.52731607,2.068,0.274
2.415302,0.6519344,0.8738,3.26730988,2.52731607,2.054,0.268
2.4278153,0.6667186,0.8697,4.13634588,3.60883503,3.447,0.173
2.4278153,0.6667186,0.8697,3.26730988,2.52731607,2.038,0.274
2.4400507,0.6818927,0.8623,4.13634588,3.60883503,3.393,0.18
2.4400507,0.6818927,0.8623,3.26730988,2.52731607,2.002,0.284
2.452026,0.6949676,0.8562,3.26730988,2.52731607,1.989,0.293
2.4616934,0.7081003,0.8433,3.26730988,2.52731607,1.957,0.309
2.4747274,0.7215363,0.852,3.26730988,2.52731607,1.946,0.304
2.4853082,0.7335304,0.8562,3.26730988,2.52731607,1.937,0.301
2.4964839,0.7468216,0.8506,4.13634588,3.60883503,3.311,0.198
2.4964839,0.7468216,0.8506,3.26730988,2.52731607,1.911,0.308
2.5083197,0.75965,0.8426,3.26730988,2.52731607,1.895,0.317
2.5184093,0.7715237,0.8474,3.26730988,2.52731607,1.888,0.316
2.5305387,0.7837995,0.8422,3.26730988,2.52731607,1.861,0.325
2.541433,0.7973791,0.8417,3.26730988,2.52731607,1.864,0.328
2.5536097,0.8090249,0.842,3.26730988,2.52731607,1.827,0.332
2.5635534,0.8215613,0.831,4.13634588,3.60883503,3.197,0.22
2.5635534,0.8215613,0.831,3.26730988,2.52731607,1.809,0.34
2.5758529,0.8343222,0.8356,3.26730988,2.52731607,1.792,0.341
2.5874334,0.8474873,0.8435,3.26730988,2.52731607,1.805,0.327
2.5988087,0.8597878,0.8348,3.26730988,2.52731607,1.757,0.345
2.6098849,0.8724347,0.8294,3.26730988,2.52731607,1.747,0.357
2.62199,0.8864035,0.8176,3.26730988,2.52731607,1.717,0.369
2.633991,0.8983523,0.8191,3.26730988,2.52731607,1.698,0.377
2.6453547,0.9120304,0.8225,3.26730988,2.52731607,1.681,0.376
2.6576906,0.9251888,0.8238,3.26730988,2.52731607,1.667,0.377
2.6682918,0.9372168,0.8118,3.26730988,2.52731607,1.643,0.388
2.6810328,0.9501377,0.8094,3.26730988,2.52731607,1.626,0.399
2.6911494,0.9619007,0.8087,3.26730988,2.52731607,1.609,0.402
2.715931,0.988417,0.8119,3.26730988,2.52731607,1.569,0.407
2.7278764,1.0005139,0.8054,3.26730988,2.52731607,1.55,0.418
2.7374587,1.012538,0.8003,3.26730988,2.52731607,1.545,0.415
2.7516188,1.0255732,0.8052,4.13634588,3.60883503,2.895,0.273
2.7516188,1.0255732,0.8052,3.26730988,2.52731607,1.51,0.43
2.7638795,1.0388668,0.7935,3.26730988,2.52731607,1.486,0.441
2.7772696,1.0542585,0.7923,3.26730988,2.52731607,1.473,0.445
2.8018262,1.0785712,0.7851,3.26730988,2.52731607,1.419,0.469
2.8132307,1.0902724,0.7817,3.26730988,2.52731607,1.401,0.476
2.825836,1.1027381,0.78,3.26730988,2.52731607,1.399,0.475
2.8377239,1.114782,0.7736,3.26730988,2.52731607,1.365,0.493
2.8499481,1.1268378,0.7791,3.26730988,2.52731607,1.359,0.495
2.8620105,1.1389605,0.7776,3.26730988,2.52731607,1.331,0.498
2.8734438,1.1507411,0.7649,3.26730988,2.52731607,1.314,0.505
2.8867153,1.1630762,0.763,3.26730988,2.52731607,1.298,0.509
2.8986207,1.1761601,0.7636,3.26730988,2.52731607,1.288,0.511
2.9114292,1.1868875,0.7695,3.26730988,2.52731607,1.278,0.506
2.9223549,1.2004086,0.7569,3.26730988,2.52731607,1.251,0.52
2.9365872,1.2110747,0.7583,4.13634588,3.60883503,2.601,0.348
2.9469947,1.2223354,0.7497,4.13634588,3.60883503,2.574,0.36
2.9610895,1.2346665,0.7545,4.13634588,3.60883503,2.563,0.356
2.9696305,1.2434082,0.8442,4.13634588,3.60883503,2.595,0.292
2.9765138,1.2516487,0.9265,4.13634588,3.60883503,2.661,0.178
2.9765138,1.2516487,0.9265,3.26730988,2.52731607,1.261,0.409
2.9849562,1.2625628,1.0265,3.26730988,2.52731607,1.283,0.335
2.9907206,1.2728598,1.1164,3.26730988,2.52731607,1.298,0.259
2.996213,1.2843341,1.2144,3.26730988,2.52731607,1.324,0.17
3.0011803,1.2970294,1.3038,2.39221778,3.80018838,2.324,0.515
3.0035445,1.307896,1.397,2.39221778,3.80018838,2.408,0.434
3.0053386,1.3199253,1.4852,4.13634588,3.60883503,2.429,-0.386
3.0053386,1.3199253,1.4852,2.39221778,3.80018838,2.495,0.316
3.0059232,1.3321972,1.5782,2.39221778,3.80018838,2.537,0.238
3.0055289,1.3447302,1.6721,2.39221778,3.80018838,2.563,0.173
3.004413,1.3564012,1.7651,2.39221778,3.80018838,2.589,0.053
3.002335,1.3675578,1.8609,0.8891764,4.40906195,3.588,0.326
2.9987721,1.3799508,1.9536,0.8891764,4.40906195,3.665,0.248
2.9945527,1.3900237,2.0203,0.8891764,4.40906195,3.673,0.181
2.9909433,1.3994516,1.9462,0.8891764,4.40906195,3.665,0.221
2.9854531,1.4116162,2.0303,2.39221778,3.80018838,2.482,-0.192
2.9854531,1.4116162,2.0303,0.8891764,4.40906195,3.712,0.164
2.972558,1.4356065,2.154,0.8891764,4.40906195,3.712,0.034
2.972558,1.4356065,2.154,0.95289638,2.7093334,2.252,0.429
2.9648972,1.4472362,2.1985,0.95289638,2.7093334,2.275,0.388
2.9569915,1.4579338,2.2515,2.39221778,3.80018838,2.265,-0.445
2.9569915,1.4579338,2.2515,0.95289638,2.7093334,2.306,0.34
2.9483917,1.4701933,2.2924,2.39221778,3.80018838,2.198,-0.498
2.9483917,1.4701933,2.2924,0.8891764,4.40906195,3.618,-0.114
2.9483917,1.4701933,2.2924,0.95289638,2.7093334,2.319,0.293
2.9378847,1.4813768,2.3396,2.39221778,3.80018838,2.135,-0.545
2.9378847,1.4813768,2.3396,0.8891764,4.40906195,3.626,-0.153
2.9378847,1.4813768,2.3396,0.95289638,2.7093334,2.343,0.246
2.9257172,1.4927897,2.3398,0.95289638,2.7093334,2.324,0.235
2.9150631,1.5048977,2.3459,0.95289638,2.7093334,2.321,0.234
2.9023563,1.5164807,2.3397,0.95289638,2.7093334,2.316,0.234
2.8915487,1.5281462,2.3398,0.95289638,2.7093334,2.273,0.24
2.8808161,1.5385427,2.3385,0.95289638,2.7093334,2.267,0.244
2.8687052,1.5520082,2.3392,0.95289638,2.7093334,2.259,0.241
2.8553812,1.5641712,2.3331,0.95289638,2.7093334,2.236,0.246
2.8453094,1.5754761,2.3404,0.95289638,2.7093334,2.207,0.25
2.8217043,1.5991477,2.3449,0.95289638,2.7093334,2.202,0.239
2.8107125,1.6099566,2.3438,0.8891764,4.40906195,3.41,-0.176
2.8107125,1.6099566,2.3438,0.95289638,2.7093334,2.167,0.253
2.7988579,1.6216415,2.3423,0.8891764,4.40906195,3.408,-0.175
2.7988579,1.6216415,2.3423,0.95289638,2.7093334,2.145,0.255
2.7862882,1.6340866,2.3413,0.95289638,2.7093334,2.131,0.258
2.7757118,1.6448136,2.3398,0.95289638,2.7093334,2.11,0.261
2.7519827,1.6682458,2.3375,0.95289638,2.7093334,2.079,0.264
2.742397,1.679752,2.3432,0.95289638,2.7093334,2.074,0.267
2.732779,1.6898058,2.4096,0.95289638,2.7093334,2.079,0.196
2.7232081,1.6984856,2.4797,0.95289638,2.7093334,2.091,0.148
2.7026391,1.7120992,2.6046,0.95289638,2.7093334,2.084,0.001
2.6904662,1.7202063,2.6633,0.95289638,2.7093334,2.082,-0.036
2.6801759,1.7259764,2.72,0.95289638,2.7093334,2.043,-0.106
2.6675419,1.7308613,2.7695,0.95289638,2.7093334,2.038,-0.154
2.6546853,1.7352277,2.8195,0.95289638,2.7093334,1.987,-0.212
2.6441827,1.7390928,2.8704,0.95289638,2.7093334,1.967,-0.254
2.6332944,1.7415377,2.9109,0.95289638,2.7093334,1.917,-0.31
2.6206981,1.7448005,2.9587,0.95289638,2.7093334,1.879,-0.353
2.6145844,1.7456724,2.9927,0.95289638,2.7093334,1.854,-0.396
2.6116903,1.746125,3.0175,0.95289638,2.7093334,1.835,-0.411
2.6110788,1.7470159,3.0392,0.95289638,2.7093334,1.823,-0.432
2.6115729,1.7469232,3.0639,0.95289638,2.7093334,1.796,-0.455
2.6123024,1.7462314,3.1058,0.95289638,2.7093334,1.78,-0.49
2.6134535,1.745564,3.128,0.95289638,2.7093334,1.729,-0.535
2.601534,1.7469849,-2.9128,0.91765949,0.59631939,1.981,0.354
2.5892002,1.7441662,-2.8196,0.91765949,0.59631939,2.011,0.271
2.5787694,1.7410579,-2.7289,0.91765949,0.59631939,2.05,0.197
2.5569052,1.7306294,-2.537,0.91765949,0.59631939,2.052,-0.007
2.5569052,1.7306294,-2.537,0.84527678,-1.61673856,3.403,0.482
2.5478115,1.7236949,-2.4543,0.91765949,0.59631939,2.037,-0.087
2.5478115,1.7236949,-2.4543,0.84527678,-1.61673856,3.573,0.405
2.5390295,1.7167252,-2.3634,0.91765949,0.59631939,2.01,-0.162
2.5390295,1.7167252,-2.3634,0.84527678,-1.61673856,3.624,0.329
2.5309547,1.7083825,-2.2685,0.91765949,0.59631939,1.979,-0.272
2.5202473,1.6947008,-2.1389,1.91856554,-0.82058089,2.484,0.366
2.5135315,1.6842388,-2.0445,1.91856554,-0.82058089,2.578,0.253
2.509252,1.6751295,-1.961,1.91856554,-0.82058089,2.603,0.177
2.5043388,1.6621595,-1.8697,1.91856554,-0.82058089,2.631,0.06
2.5043388,1.6621595,-1.8697,2.76327261,0.24394752,1.348,0.483
2.5010348,1.6514807,-1.7836,2.76327261,0.24394752,1.388,0.382
2.500771,1.6515863,-1.7863,2.76327261,0.24394752,1.425,0.356
2.499634,1.6417025,-1.696,1.91856554,-0.82058089,2.607,-0.099
2.499634,1.6417025,-1.696,2.76327261,0.24394752,1.41,0.318
2.4984903,1.6315025,-1.6222,3.72073503,-1.98025384,3.665,0.375
2.4971824,1.618757,-1.5231,2.76327261,0.24394752,1.453,0.18
2.497903,1.6070445,-1.4325,2.76327261,0.24394752,1.443,0.047
2.5032022,1.5838916,-1.2483,2.76327261,0.24394752,1.416,-0.1
2.5032022,1.5838916,-1.2483,3.72073503,-1.98025384,3.831,0.026
2.520717,1.545939,-1.037,3.72073503,-1.98025384,3.751,-0.208
2.5301048,1.5296567,-1.0263,3.12907696,-5.5581163,6.404,-0.461
2.5468401,1.501192,-1.0198,3.72073503,-1.98025384,3.667,-0.229
2.5576488,1.4859194,-1.0233,2.76327261,0.24394752,1.238,-0.397
2.5651401,1.4707352,-1.0119,3.72073503,-1.98025384,3.626,-0.239
2.5932118,1.4260449,-1.0206,3.72073503,-1.98025384,3.573,-0.234
2.6016911,1.4107216,-1.0155,2.76327261,0.24394752,1.149,-0.424
2.6115877,1.3966855,-1.0096,3.72073503,-1.98025384,3.573,-0.251
2.6398968,1.3533565,-1.0047,2.76327261,0.24394752,1.079,-0.449
2.6493299,1.3388259,-1.0078,3.72073503,-1.98025384,3.47,-0.259
2.6810609,1.293317,-0.7443,4.6723925,0.8440939,1.847,0.513
2.6871877,1.287454,-0.6721,4.6723925,0.8440939,1.903,0.446
2.6927273,1.2838804,-0.604,4.6723925,0.8440939,1.94,0.399
2.6982543,1.2793768,-0.5383,4.6723925,0.8440939,1.975,0.343
2.7037156,1.2771516,-0.4646,4.6723925,0.8440939,2.015,0.254
2.7073192,1.2762406,-0.3969,4.6723925,0.8440939,2.04,0.197
2.7134277,1.2729614,-0.3252,4.6723925,0.8440939,2.064,0.111
2.7190363,1.270352,-0.268,4.6723925,0.8440939,2.071,0.06
2.7252721,1.2687255,-0.2116,4.6723925,0.8440939,2.055,-0.017
2.7315742,1.267559,-0.1511,4.6723925,0.8440939,2.054,-0.053
2.7372333,1.2669789,-0.1016,4.6723925,0.8440939,2.028,-0.12
2.7434823,1.2649771,-0.058,4.6723925,0.8440939,2.023,-0.155
2.750814,1.2645091,-0.0112,4.6723925,0.8440939,1.984,-0.22
2.7559688,1.2644713,0.0338,4.6723925,0.8440939,1.963,-0.253
2.7616817,1.264921,0.0778,4.6723925,0.8440939,1.944,-0.288
2.7672018,1.2654914,0.1207,4.6723925,0.8440939,1.909,-0.346
2.7703666,1.2658029,0.1484,4.6723925,0.8440939,1.883,-0.374
2.7742097,1.2662072,0.1812,4.6723925,0.8440939,1.86,-0.404
2.7799369,1.2669456,0.2078,4.6723925,0.8440939,1.833,-0.436
2.7867947,1.2684169,0.2142,4.6723925,0.8440939,1.826,-0.441
2.7940781,1.2700923,0.2094,4.6723925,0.8440939,1.88,-0.419
2.80394,1.2721622,0.2155,4.6723925,0.8440939,1.798,-0.453
2.8111788,1.2735119,0.2197,4.6723925,0.8440939,1.794,-0.453
2.8184618,1.2757529,0.2138,4.6723925,0.8440939,1.784,-0.455
2.8271042,1.2777884,0.2122,4.6723925,0.8440939,1.779,-0.457
2.8350508,1.279228,0.216,4.6723925,0.8440939,1.764,-0.462
2.8418661,1.280755,0.2147,4.6723925,0.8440939,1.764,-0.46
2.8501825,1.2828094,0.2077,4.6723925,0.8440939,1.757,-0.459
2.8586718,1.2846573,0.2086,4.6723925,0.8440939,1.746,-0.462
2.8665816,1.2863868,0.2126,4.6723925,0.8440939,1.741,-0.463
2.8743465,1.2879534,0.2094,4.6723925,0.8440939,1.733,-0.461
2.8831553,1.2903848,0.2079,4.6723925,0.8440939,1.726,-0.465
2.8911194,1.2918299,0.2122,4.6723925,0.8440939,1.717,-0.471
2.8986235,1.2935415,0.2129,4.6723925,0.8440939,1.708,-0.471
2.9014086,1.294042,0.2105,4.6723925,0.8440939,1.704,-0.47
2.902034,1.2942449,0.2097,4.6723925,0.8440939,1.707,-0.469
2.9052689,1.2951571,0.2068,4.6723925,0.8440939,1.701,-0.469
2.9121655,1.2965019,0.2098,4.6723925,0.8440939,1.693,-0.474
2.9200553,1.2984455,0.209,4.6723925,0.8440939,1.684,-0.48
2.9367901,1.3017252,0.21,4.6723925,0.8440939,1.659,-0.48
2.9529039,1.3061023,0.2074,4.6723925,0.8440939,1.657,-0.483
2.9684385,1.3081816,0.211,4.6723925,0.8440939,1.64,-0.489
2.9840235,1.3130305,0.2078,4.6723925,0.8440939,1.62,-0.492
2.9992313,1.315622,0.2122,4.6723925,0.8440939,1.606,-0.499
3.0150687,1.3202469,0.2063,4.6723925,0.8440939,1.591,-0.501
3.0296127,1.3227248,0.1551,4.6723925,0.8440939,1.59,-0.49
